NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
5896;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;26/08/2009 14.30;11/09/2009;21/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5897;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 15.55;11/09/2009;21/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5898;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 15.58;11/09/2009;21/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5899;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 16.09;11/09/2009;21/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5900;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 16.10;11/09/2009;21/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5901;(WPD) Metropolitan Services Division;N;WPD239MP09;17;1;17/06/2009 00.00;18/07/2009 00.00;20/07/2009 00.00;31/07/2009 00.00;01/09/2009 07.33;01/10/2009;02/10/2009;Washington DC Metro Area, DC;06/10/2009 00.00;0560A
5902;(WPZ) Triangle Services Center;N;WPZ224MP09;17;1;10/06/2009 00.00;20/07/2009 00.00;22/07/2009 00.00;04/08/2009 00.00;03/09/2009 12.43;03/09/2009;28/09/2009;Washington DC Metro Area, DC;08/10/2009 00.00;0343FK
5903;(WP) Office of Asst. Regional Administrator- PBS;N;WPF227MP09;9;1;08/06/2009 00.00;04/09/2009 00.00;10/09/2009 00.00;23/09/2009 00.00;02/10/2009 10.56;02/10/2009;08/10/2009;Washington DC Metro Area, DC;08/10/2009 00.00;0800C/0801A/0808A/0810A
5904;(1PC) Property Development Division;1;09010432DE;141;1;18/06/2009 00.00;18/06/2009 00.00;18/06/2009 00.00;01/07/2009 00.00;09/07/2009 12.23;05/10/2009;08/10/2009;Boston Metro Area, MA;08/10/2009 00.00;1102F
5905;(WPD) Metropolitan Services Division;N;WP3PSM263MP09;20;1;10/08/2009 00.00;17/08/2009 00.00;28/08/2009 00.00;11/09/2009 00.00;03/10/2009 11.22;07/10/2009;08/10/2009;Washington DC Metro Area, DC;08/10/2009 00.00;0560A
5906;(JA-W) Washington Field Audit Office;J;JA-W-09-16a MP;7;1;07/07/2009 00.00;07/07/2009 00.00;20/07/2009 00.00;07/08/2009 00.00;13/08/2009 15.47;06/10/2009;09/10/2009;Washington DC Metro Area, DC;09/10/2009 00.00;0511A
5907;(JPF) Admin & Financial Mgmt Svcs Div;J;JPF-09-17 MP;21;1;24/08/2009 00.00;24/08/2009 00.00;03/09/2009 00.00;16/09/2009 00.00;22/09/2009 13.14;06/10/2009;09/10/2009;Washington DC Metro Area, DC;09/10/2009 00.00;1640A
5908;(JA-3) Philadelphia- PA Field Audit Office;J;JA-3-09-17a MP;3;1;01/09/2009 00.00;01/09/2009 00.00;11/09/2009 00.00;25/09/2009 00.00;06/10/2009 08.53;06/10/2009;09/10/2009;Philadelphia Metro Area, PA;09/10/2009 00.00;0511A
5909;(7Q) Office of the Asst Regional Admin - FAS;7;0907121DRMP;95;5;29/06/2009 00.00;30/06/2009 00.00;30/06/2009 00.00;14/07/2009 00.00;24/07/2009 11.28;06/08/2009;07/08/2009;Fort Worth, TX;11/10/2009 00.00;1102A
5910;(7PM) Acquisition Services Division;7;0907130DRMP1;23;1;29/07/2009 00.00;30/07/2009 00.00;31/07/2009 00.00;28/08/2009 00.00;09/09/2009 14.56;05/10/2009;05/10/2009;Fort Worth, TX;11/10/2009 00.00;1102F
5911;(WPP) Procurement Management Division;N;WP5PQ269MP09;1;1;26/08/2009 00.00;08/09/2009 00.00;10/09/2009 00.00;23/09/2009 00.00;03/10/2009 08.47;05/10/2009;06/10/2009;Washington DC Metro Area, DC;11/10/2009 00.00;0343AU
5912;(WPP) Procurement Management Division;N;WP5PQ269MP09;1;1;26/08/2009 00.00;08/09/2009 00.00;10/09/2009 00.00;23/09/2009 00.00;03/10/2009 11.49;05/10/2009;06/10/2009;Washington DC Metro Area, DC;11/10/2009 00.00;0343AU
5913;(4QFA) Assisted Acquisition Services Division;4;940943;7;1;10/09/2009 00.00;18/09/2009 00.00;23/09/2009 00.00;29/09/2009 00.00;30/09/2009 16.57;06/10/2009;07/10/2009;Atlanta, GA;11/10/2009 00.00;1102A
5914;(WPY) Service Delivery Support Division;N;WPY164DE09;36;2;22/05/2009 00.00;01/06/2009 00.00;03/06/2009 00.00;16/06/2009 00.00;29/07/2009 16.12;26/08/2009;27/08/2009;Washington DC Metro Area, DC;13/10/2009 00.00;0437A
5915;(WPY) Service Delivery Support Division;N;WPY164DE09;36;2;22/05/2009 00.00;01/06/2009 00.00;03/06/2009 00.00;16/06/2009 00.00;29/07/2009 16.12;26/08/2009;27/08/2009;Washington DC Metro Area, DC;13/10/2009 00.00;0437A
5916;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.46;31/08/2009;03/09/2009;Albuquerque [including Kirtland AFB], NM;13/10/2009 00.00;1105B
5917;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.46;31/08/2009;03/09/2009;Dallas, TX;13/10/2009 00.00;1105B
5918;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.46;31/08/2009;03/09/2009;Fort Worth, TX;13/10/2009 00.00;1105B
5919;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.46;31/08/2009;03/09/2009;Little Rock, AR;13/10/2009 00.00;1105B
5920;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.46;31/08/2009;03/09/2009;New Orleans Metro Area, LA;13/10/2009 00.00;1105B
5921;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.55;31/08/2009;03/09/2009;Albuquerque [including Kirtland AFB], NM;13/10/2009 00.00;1105B
5922;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.55;31/08/2009;03/09/2009;Dallas, TX;13/10/2009 00.00;1105B
5923;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.55;31/08/2009;03/09/2009;Fort Worth, TX;13/10/2009 00.00;1105B
5924;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.55;31/08/2009;03/09/2009;Little Rock, AR;13/10/2009 00.00;1105B
5925;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 15.55;31/08/2009;03/09/2009;New Orleans Metro Area, LA;13/10/2009 00.00;1105B
5926;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.05;31/08/2009;03/09/2009;Albuquerque [including Kirtland AFB], NM;13/10/2009 00.00;1105B
5927;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.05;31/08/2009;03/09/2009;Dallas, TX;13/10/2009 00.00;1105B
5928;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.05;31/08/2009;03/09/2009;Fort Worth, TX;13/10/2009 00.00;1105B
5929;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.05;31/08/2009;03/09/2009;Little Rock, AR;13/10/2009 00.00;1105B
5930;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.05;31/08/2009;03/09/2009;New Orleans Metro Area, LA;13/10/2009 00.00;1105B
5931;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.18;31/08/2009;03/09/2009;Albuquerque [including Kirtland AFB], NM;13/10/2009 00.00;1105B
5932;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.18;31/08/2009;03/09/2009;Dallas, TX;13/10/2009 00.00;1105B
5933;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.18;31/08/2009;03/09/2009;Fort Worth, TX;13/10/2009 00.00;1105B
5934;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.18;31/08/2009;03/09/2009;Little Rock, AR;13/10/2009 00.00;1105B
5935;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.18;31/08/2009;03/09/2009;New Orleans Metro Area, LA;13/10/2009 00.00;1105B
5936;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.23;31/08/2009;03/09/2009;Albuquerque [including Kirtland AFB], NM;13/10/2009 00.00;1105B
5937;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.23;31/08/2009;03/09/2009;Dallas, TX;13/10/2009 00.00;1105B
5938;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.23;31/08/2009;03/09/2009;Fort Worth, TX;13/10/2009 00.00;1105B
5939;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.23;31/08/2009;03/09/2009;Little Rock, AR;13/10/2009 00.00;1105B
5940;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.23;31/08/2009;03/09/2009;New Orleans Metro Area, LA;13/10/2009 00.00;1105B
5941;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.42;31/08/2009;03/09/2009;Albuquerque [including Kirtland AFB], NM;13/10/2009 00.00;1105B
5942;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.42;31/08/2009;03/09/2009;Dallas, TX;13/10/2009 00.00;1105B
5943;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.42;31/08/2009;03/09/2009;Fort Worth, TX;13/10/2009 00.00;1105B
5944;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.42;31/08/2009;03/09/2009;Little Rock, AR;13/10/2009 00.00;1105B
5945;(7P) Office of the Assist. Regional Administrator- PBS;7;0907109DRMP;108;3;30/06/2009 00.00;01/07/2009 00.00;02/07/2009 00.00;17/07/2009 00.00;22/07/2009 16.42;31/08/2009;03/09/2009;New Orleans Metro Area, LA;13/10/2009 00.00;1105B
5946;(6QMD) Fleet Management Division;6;090612209MP;7;4;31/08/2009 00.00;17/09/2009 00.00;18/09/2009 00.00;01/10/2009 00.00;05/10/2009 10.49;13/10/2009;13/10/2009;Kansas City Metro Area, MO;13/10/2009 00.00;2150B
5947;(6QMD) Fleet Management Division;6;090612209MP;7;4;31/08/2009 00.00;17/09/2009 00.00;18/09/2009 00.00;01/10/2009 00.00;05/10/2009 10.49;13/10/2009;13/10/2009;Kansas City Metro Area, MO;13/10/2009 00.00;2150B
5948;(6QMD) Fleet Management Division;6;090612209MP;7;4;31/08/2009 00.00;17/09/2009 00.00;18/09/2009 00.00;01/10/2009 00.00;05/10/2009 10.49;13/10/2009;13/10/2009;Kansas City Metro Area, MO;13/10/2009 00.00;2150B
5949;(6QMD) Fleet Management Division;6;090612209MP;7;4;31/08/2009 00.00;17/09/2009 00.00;18/09/2009 00.00;01/10/2009 00.00;05/10/2009 10.49;13/10/2009;13/10/2009;St Louis Metro Area, MO;13/10/2009 00.00;2150B
5950;(6QMD) Fleet Management Division;6;090612209MP;7;4;31/08/2009 00.00;17/09/2009 00.00;18/09/2009 00.00;01/10/2009 00.00;05/10/2009 10.49;13/10/2009;13/10/2009;St Louis Metro Area, MO;13/10/2009 00.00;2150B
5951;(6QMD) Fleet Management Division;6;090612209MP;7;4;31/08/2009 00.00;17/09/2009 00.00;18/09/2009 00.00;01/10/2009 00.00;05/10/2009 10.49;13/10/2009;13/10/2009;St Louis Metro Area, MO;13/10/2009 00.00;2150B
5952;(BCEB) Financial Ops & Disbursement Branch;6;090603309DE;291;1;29/07/2009 00.00;03/08/2009 00.00;06/08/2009 00.00;19/08/2009 00.00;24/08/2009 16.23;07/10/2009;08/10/2009;Kansas City Metro Area, MO;14/10/2009 00.00;0503B
5953;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.11;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5954;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.11;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5955;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.11;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5956;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.13;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5957;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.13;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5958;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.13;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5959;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.14;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5960;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.14;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5961;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.14;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5962;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 11.41;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5963;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 11.41;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5964;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 11.41;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5965;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.30;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5966;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.30;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5967;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.30;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5968;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.36;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5969;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.36;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5970;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.36;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5971;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.39;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5972;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.39;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5973;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 19.39;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5974;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.37;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5975;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.37;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5976;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.37;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5977;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.40;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5978;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.40;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5979;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.40;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5980;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.42;16/09/2009;07/10/2009;Los Angeles, CA;15/10/2009 00.00;0301IP
5981;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.42;16/09/2009;07/10/2009;San Diego, CA;15/10/2009 00.00;0301IP
5982;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;11/09/2009 18.42;16/09/2009;07/10/2009;San Francisco, CA;15/10/2009 00.00;0301IP
5983;(BCEB) Financial Ops & Disbursement Branch;6;090610708MP;24;1;29/07/2009 00.00;03/08/2009 00.00;06/08/2009 00.00;19/08/2009 00.00;15/09/2009 14.52;08/10/2009;08/10/2009;Kansas City Metro Area, MO;15/10/2009 00.00;0503B
5984;(WPJ) DC Services Division;N;WP3PSD253MP09;15;1;28/07/2009 00.00;05/08/2009 00.00;07/08/2009 00.00;20/08/2009 00.00;11/09/2009 15.23;06/10/2009;15/10/2009;Washington DC Metro Area, DC;15/10/2009 00.00;1176C
5985;(WPJ) DC Services Division;N;WP3PSD253MP09;15;1;28/07/2009 00.00;05/08/2009 00.00;07/08/2009 00.00;20/08/2009 00.00;11/09/2009 15.23;09/10/2009;15/10/2009;Washington DC Metro Area, DC;15/10/2009 00.00;1176C
5986;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.11;16/09/2009;18/09/2009;Los Angeles, CA;16/10/2009 00.00;0301IP
5987;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.11;16/09/2009;18/09/2009;San Diego, CA;16/10/2009 00.00;0301IP
5988;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.11;16/09/2009;18/09/2009;San Francisco, CA;16/10/2009 00.00;0301IP
5989;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.13;16/09/2009;18/09/2009;Los Angeles, CA;16/10/2009 00.00;0301IP
5990;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.13;16/09/2009;18/09/2009;San Diego, CA;16/10/2009 00.00;0301IP
5991;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.13;16/09/2009;18/09/2009;San Francisco, CA;16/10/2009 00.00;0301IP
5992;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.14;16/09/2009;18/09/2009;Los Angeles, CA;16/10/2009 00.00;0301IP
5993;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.14;16/09/2009;18/09/2009;San Diego, CA;16/10/2009 00.00;0301IP
5994;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;28/08/2009 19.14;16/09/2009;18/09/2009;San Francisco, CA;16/10/2009 00.00;0301IP
5995;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 11.41;16/09/2009;18/09/2009;Los Angeles, CA;16/10/2009 00.00;0301IP
5996;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 11.41;16/09/2009;18/09/2009;San Diego, CA;16/10/2009 00.00;0301IP
5997;(9PE) Real Estate Division;9;GSA9-DE-09-103;229;6;19/08/2009 00.00;19/08/2009 00.00;20/08/2009 00.00;24/08/2009 00.00;01/09/2009 11.41;16/09/2009;18/09/2009;San Francisco, CA;16/10/2009 00.00;0301IP
